area_util,banheiros,suites,quartos,vagas_garagem,preco_venda,bairro,tipo_imovel,tipo_imovel_recategorized
95221,54.0,1.0,1.0,1.0,1.0,910474,Vila Nova Conceição,Apartamento,Apartamento
95223,313.0,3.0,0.0,1.0,3.0,840000,Vila Progredior,Comercial,Outro
95224,66.0,2.0,1.0,1.0,2.0,441350,Vila Progredior,Apartamento,Apartamento
95228,95.0,3.0,2.0,3.0,1.0,700000,Vila Olimpia,Apartamento,Apartamento
95231,47.0,2.0,1.0,1.0,1.0,581000,Itaim Bibi,Apartamento,Apartamento
95238,250.0,5.0,3.0,3.0,5.0,3220000,Itaim Bibi,Cobertura,Apartamento
95239,42.0,1.0,0.0,1.0,1.0,371000,Vila Nova Conceição,Flat,Apartamento
95245,93.0,2.0,0.0,3.0,1.0,665000,Vila Nova Conceição,Apartamento,Apartamento
95247,180.0,3.0,1.0,3.0,2.0,595000,Jardim das Vertentes,Casa de dois andares,Casa
95252,97.0,1.0,0.0,2.0,1.0,441000,Jardim Peri Peri,Casa,Casa
95253,50.0,1.0,0.0,2.0,1.0,185500,São Lucas,Apartamento,Apartamento
95260,66.0,2.0,0.0,3.0,1.0,300930,Butantã,Apartamento,Apartamento
95266,85.0,2.0,1.0,3.0,2.0,336000,Jardim Teresa,Casa de dois andares,Casa
95268,95.0,2.0,1.0,3.0,1.0,560000,Vila Mariana,Apartamento,Apartamento
95271,91.0,2.0,1.0,2.0,1.0,774550,Vila Mariana,Apartamento,Apartamento
95272,38.0,1.0,0.0,1.0,1.0,378000,Vila Mariana,Apartamento,Apartamento
95274,125.0,1.0,0.0,2.0,2.0,489999,Vila Mariana,Casa,Casa
95276,110.0,2.0,1.0,3.0,2.0,644000,Vila Mariana,Apartamento,Apartamento
95278,27.0,1.0,0.0,1.0,1.0,222600,Vila Mariana,Flat,Apartamento
95282,77.0,2.0,0.0,3.0,2.0,574000,Vila Mariana,Apartamento,Apartamento
95283,59.0,2.0,1.0,2.0,2.0,594300,Vila Mariana,Apartamento,Apartamento
95284,130.0,2.0,0.0,3.0,2.0,843500,Vila Mariana,Cobertura,Apartamento
95287,102.0,3.0,0.0,3.0,1.0,371000,Ipiranga,Apartamento,Apartamento
95290,88.0,1.0,1.0,1.0,2.0,539000,Vila Mariana,Apartamento,Apartamento
95293,65.0,1.0,1.0,2.0,1.0,420000,Vila Mariana,Apartamento,Apartamento
95294,120.0,2.0,1.0,4.0,3.0,630000,Vila Prudente,Apartamento,Apartamento
95297,78.0,2.0,1.0,3.0,2.0,445200,Ipiranga,Apartamento,Apartamento
95302,50.0,1.0,0.0,2.0,1.0,224000,Jardim Independência,Apartamento,Apartamento
95303,58.0,1.0,0.0,2.0,1.0,271600,Ipiranga,Apartamento,Apartamento
95305,65.0,2.0,1.0,2.0,2.0,517999,Vila Mariana,Apartamento,Apartamento
95306,52.0,1.0,0.0,2.0,1.0,259699,Parque da Vila Prudente,Apartamento,Apartamento
95310,70.0,2.0,0.0,3.0,1.0,206500,Jardim Nove de Julho,Condomínio,Outro
95311,100.0,2.0,1.0,3.0,2.0,392000,Vila Darli,Casa de dois andares,Casa
95313,57.0,1.0,0.0,2.0,1.0,210000,Vila Ema,Apartamento,Apartamento
95314,62.0,1.0,0.0,2.0,1.0,189000,Jd IV Centenário,Apartamento,Apartamento
95315,63.0,1.0,0.0,3.0,2.0,237299,Vila Ema,Apartamento,Apartamento
95317,78.0,1.0,0.0,3.0,1.0,244999,Jardim Nove de Julho,Condomínio,Outro
95318,70.0,1.0,0.0,2.0,1.0,198450,Vila Ema,Apartamento,Apartamento
95325,141.0,1.0,1.0,3.0,2.0,560000,Parque da Vila Prudente,Casa de dois andares,Casa
95327,92.0,3.0,1.0,3.0,1.0,448000,Vila Zelina,Apartamento,Apartamento
95328,103.0,3.0,1.0,3.0,2.0,630000,Vila Progredior,Apartamento,Apartamento
95331,63.0,1.0,1.0,3.0,1.0,175000,Jardim Nove de Julho,Apartamento,Apartamento
95344,75.0,2.0,1.0,2.0,2.0,937999,Vila Mariana,Apartamento,Apartamento
95346,77.0,2.0,1.0,3.0,1.0,510999,Vila Mariana,Apartamento,Apartamento
95349,73.0,2.0,0.0,2.0,1.0,395500,Vila Mariana,Apartamento,Apartamento
95351,94.0,2.0,0.0,2.0,1.0,315000,Ipiranga,Casa,Casa
95352,102.0,3.0,1.0,3.0,2.0,672000,Ipiranga,Apartamento,Apartamento
95353,65.0,2.0,0.0,2.0,1.0,224000,Quinta da Paineira,Condomínio,Outro
95355,280.0,2.0,0.0,1.0,3.0,979999,Ipiranga,Comercial,Outro
95356,81.0,1.0,0.0,2.0,1.0,378000,Vila Mariana,Apartamento,Apartamento
95358,77.0,3.0,1.0,3.0,2.0,672000,Parque da Vila Prudente,Apartamento,Apartamento
95360,65.0,1.0,0.0,2.0,1.0,273000,Ipiranga,Apartamento,Apartamento
95361,77.0,2.0,1.0,2.0,1.0,473549,Parque da Vila Prudente,Apartamento,Apartamento
95366,220.0,5.0,4.0,4.0,4.0,2450000,Moema,Cobertura,Apartamento
95372,250.0,2.0,0.0,3.0,3.0,805000,Vila Mariana,Casa,Casa
95377,103.0,1.0,1.0,2.0,1.0,574000,Itaim Bibi,Apartamento,Apartamento
95380,110.0,3.0,1.0,2.0,2.0,517999,Jardim Arpoador,Apartamento,Apartamento
95382,55.0,1.0,0.0,2.0,1.0,203000,Jardim Cláudia,Apartamento,Apartamento
95383,34.0,1.0,1.0,1.0,1.0,385000,Itaim Bibi,Flat,Apartamento
95385,54.0,2.0,1.0,2.0,1.0,255079,Vila Prudente,Apartamento,Apartamento
95387,50.0,1.0,0.0,2.0,1.0,385000,Ipiranga,Casa,Casa
95388,87.0,1.0,1.0,3.0,1.0,468999,Ipiranga,Apartamento,Apartamento
95389,41.0,2.0,1.0,1.0,1.0,308000,Ipiranga,Apartamento,Apartamento
95392,86.0,3.0,1.0,2.0,2.0,489999,Vila Progredior,Apartamento,Apartamento
95394,105.0,2.0,2.0,4.0,2.0,439600,Jardim Arpoador,Apartamento,Apartamento
95396,50.0,1.0,0.0,2.0,1.0,225400,Jardim das Vertentes,Apartamento,Apartamento
95397,63.0,2.0,1.0,3.0,1.0,244999,Jardim das Vertentes,Apartamento,Apartamento
95399,106.0,3.0,2.0,2.0,2.0,446600,Jardim Arpoador,Apartamento,Apartamento
95401,104.0,2.0,1.0,3.0,2.0,580300,Jardim Olympia,Apartamento,Apartamento
95403,55.0,1.0,0.0,2.0,1.0,186200,Jardim Cláudia,Apartamento,Apartamento
95404,106.0,3.0,2.0,2.0,2.0,495655,Jardim Arpoador,Apartamento,Apartamento
95411,69.0,2.0,1.0,2.0,1.0,686000,Vila Mariana,Apartamento,Apartamento
95424,23.0,1.0,1.0,1.0,1.0,168000,Paraíso,Flat,Apartamento
95425,140.0,3.0,1.0,3.0,1.0,896000,Itaim Bibi,Apartamento,Apartamento
95427,37.0,1.0,1.0,1.0,1.0,482999,Itaim Bibi,Apartamento,Apartamento
95429,72.0,1.0,0.0,3.0,1.0,230999,Vila Ivone,Apartamento,Apartamento
95431,35.0,1.0,1.0,1.0,1.0,258999,Itaim Bibi,Flat,Apartamento
95432,184.0,3.0,1.0,3.0,5.0,619500,Jardim Avelino,Casa de dois andares,Casa
95434,61.0,2.0,1.0,3.0,1.0,272300,Jardim Independência,Apartamento,Apartamento
95435,50.0,1.0,0.0,2.0,1.0,220500,Jardim  Independencia,Apartamento,Apartamento
95436,125.0,2.0,0.0,2.0,2.0,259699,Jardim Colorado,Casa,Casa
95441,65.0,2.0,1.0,3.0,1.0,267050,Jardim Independência,Apartamento,Apartamento
95444,250.0,1.0,1.0,3.0,2.0,385000,Jardim Bonfiglioli,Casa de dois andares,Casa
95452,36.0,1.0,0.0,1.0,1.0,237999,Itaim Bibi,Flat,Apartamento
95455,180.0,5.0,1.0,3.0,2.0,489999,Jardim Bonfiglioli,Casa de dois andares,Casa
95456,47.0,1.0,1.0,1.0,1.0,560000,Itaim Bibi,Apartamento,Apartamento
95458,59.0,1.0,0.0,2.0,1.0,196000,Jardim Boa Vista (Zona Oeste),Apartamento,Apartamento
95463,98.0,2.0,0.0,2.0,1.0,665000,Itaim Bibi,Apartamento,Apartamento
95467,55.0,1.0,0.0,2.0,1.0,178500,Jardim Boa Vista (Zona Oeste),Apartamento,Apartamento
95471,56.0,1.0,0.0,2.0,1.0,251999,Jardim Colorado,Apartamento,Apartamento
95472,72.0,2.0,0.0,3.0,1.0,266000,Jardim Ester,Apartamento,Apartamento
95473,73.0,1.0,0.0,3.0,1.0,241499,Jardim Ester,Apartamento,Apartamento
95474,69.0,1.0,0.0,3.0,1.0,297500,Jardim Ester,Apartamento,Apartamento
95475,100.0,2.0,1.0,3.0,1.0,665000,Itaim Bibi,Apartamento,Apartamento
95479,63.0,2.0,1.0,3.0,1.0,273000,Sapopemba,Apartamento,Apartamento
95480,88.0,1.0,0.0,2.0,1.0,593600,Itaim Bibi,Apartamento,Apartamento
95481,65.0,2.0,1.0,2.0,2.0,300300,Jardim Ester,Apartamento,Apartamento
95487,68.0,2.0,0.0,3.0,1.0,266700,Jardim Ester,Apartamento,Apartamento
95495,203.0,2.0,0.0,3.0,2.0,374500,Jardim Colorado,Casa,Casa
95496,50.0,1.0,0.0,1.0,1.0,364000,Jardim Europa,Flat,Apartamento
95498,83.0,2.0,1.0,2.0,2.0,482999,Jardim Avelino,Apartamento,Apartamento
95507,110.0,3.0,0.0,3.0,2.0,630000,Ipiranga,Casa,Casa
95516,100.0,1.0,0.0,1.0,1.0,699300,Vila Clementino,Apartamento,Apartamento
95518,110.0,3.0,1.0,3.0,2.0,339150,Parque Sao Lucas,Casa de dois andares,Casa
95521,61.0,2.0,2.0,2.0,1.0,207200,Parque Independência,Casa,Casa
95522,68.0,3.0,2.0,2.0,1.0,196000,Vila Alpina,Condomínio,Outro
95523,60.0,3.0,2.0,2.0,1.0,202300,Parque Independência,Condomínio,Outro
95525,77.0,2.0,1.0,3.0,2.0,329000,Parque Sao Lucas,Apartamento,Apartamento
95526,118.0,3.0,1.0,3.0,3.0,371000,Parque Sao Lucas,Casa,Casa
95535,55.0,1.0,0.0,2.0,1.0,489999,Vila Olímpia,Apartamento,Apartamento
95540,56.0,2.0,1.0,2.0,1.0,290500,Vila Prudente,Apartamento,Apartamento
95544,90.0,2.0,1.0,3.0,2.0,875000,Vila Olímpia,Apartamento,Apartamento
95551,73.0,2.0,1.0,3.0,2.0,595000,Vila Olímpia,Apartamento,Apartamento
95554,77.0,2.0,1.0,2.0,1.0,364000,Vila Sônia,Apartamento,Apartamento
95562,82.0,3.0,1.0,3.0,2.0,787500,Vila Olímpia,Apartamento,Apartamento
95563,49.0,2.0,0.0,1.0,1.0,530999,Vila Olímpia,Apartamento,Apartamento
95564,76.0,1.0,1.0,2.0,1.0,887600,Vila Olímpia,Apartamento,Apartamento
95569,74.0,3.0,1.0,3.0,2.0,553000,Vila Olímpia,Apartamento,Apartamento
95575,81.0,3.0,2.0,2.0,2.0,836850,Itaim Bibi,Apartamento,Apartamento
95576,120.0,3.0,1.0,3.0,2.0,570500,Ipiranga,Apartamento,Apartamento
95578,144.0,3.0,1.0,3.0,2.0,665000,Vila Firmiano Pinto,Apartamento,Apartamento
95581,43.0,1.0,0.0,2.0,1.0,196000,Vila Alpina,Apartamento,Apartamento
95582,46.0,1.0,0.0,1.0,1.0,346500,Moema,Apartamento,Apartamento
95588,123.0,2.0,1.0,3.0,2.0,455000,Vila Alpina,Condomínio,Outro
95589,82.0,3.0,2.0,2.0,2.0,930999,Itaim Bibi,Apartamento,Apartamento
95593,120.0,2.0,1.0,3.0,2.0,441000,Vila Dom Pedro I,Casa de dois andares,Casa
95595,72.0,2.0,2.0,2.0,2.0,770000,Vila Nova Conceição,Apartamento,Apartamento
95597,116.0,3.0,1.0,3.0,2.0,560000,Ipiranga,Apartamento,Apartamento
95599,262.0,4.0,3.0,3.0,4.0,1680000,Vila Mariana,Cobertura,Apartamento
95601,36.0,1.0,0.0,1.0,1.0,367500,Vila Nova Conceição,Apartamento,Apartamento
95602,40.0,1.0,0.0,1.0,1.0,455000,Vila Olimpia,Apartamento,Apartamento
95604,90.0,2.0,1.0,3.0,1.0,595000,Vila Olímpia,Apartamento,Apartamento
95606,81.0,2.0,1.0,2.0,2.0,917000,Itaim Bibi,Apartamento,Apartamento
95607,70.0,2.0,0.0,3.0,1.0,347900,Vila Mariana,Apartamento,Apartamento
95610,75.0,1.0,0.0,3.0,1.0,517999,Vila Clementino,Apartamento,Apartamento
95620,70.0,1.0,1.0,1.0,1.0,742000,Itaim Bibi,Apartamento,Apartamento
95621,55.0,1.0,0.0,2.0,1.0,329000,Vila Mariana,Apartamento,Apartamento
95635,124.0,4.0,1.0,3.0,2.0,444500,Vila Morse,Casa,Casa
95649,57.0,1.0,0.0,2.0,1.0,139300,Jardim Jaqueline,Apartamento,Apartamento
95661,130.0,2.0,0.0,2.0,1.0,630000,Ipiranga,Casa,Casa
95666,184.0,1.0,1.0,3.0,3.0,1035999,Jardim Vila Mariana,Cobertura,Apartamento
95675,115.0,1.0,1.0,3.0,2.0,343000,Jardim das Esmeraldas,Condomínio,Outro
95678,67.0,2.0,1.0,3.0,1.0,395500,Vila Firmiano Pinto,Apartamento,Apartamento
95681,49.0,1.0,0.0,2.0,1.0,244299,Vila Prudente,Apartamento,Apartamento
95682,35.0,1.0,1.0,1.0,1.0,203000,Vila Olímpia,Flat,Apartamento
95686,50.0,1.0,0.0,2.0,1.0,253399,Vila Prudente,Apartamento,Apartamento
95688,120.0,2.0,1.0,3.0,3.0,346500,Vila Bela,Condomínio,Outro
95694,52.0,1.0,0.0,2.0,1.0,206500,Vila Bela,Apartamento,Apartamento
95696,65.0,1.0,0.0,3.0,1.0,239399,Jardim Jaqueline,Apartamento,Apartamento
95697,65.0,1.0,0.0,3.0,1.0,230999,Jardim Jaqueline,Apartamento,Apartamento
95702,90.0,2.0,1.0,3.0,2.0,329000,Raposo Tavares,Casa de dois andares,Casa
95706,64.0,2.0,1.0,3.0,1.0,278600,Jardim Ibitirama,Apartamento,Apartamento
95707,89.0,2.0,1.0,3.0,2.0,482999,Vila Lúcia,Condomínio,Outro
95708,49.0,2.0,1.0,1.0,1.0,399000,Vila Olímpia,Apartamento,Apartamento
95709,90.0,3.0,2.0,2.0,1.0,293300,Vila Bela,Condomínio,Outro
95711,30.0,1.0,1.0,1.0,1.0,280000,Vila Olimpia,Flat,Apartamento
95715,100.0,2.0,1.0,3.0,1.0,595000,Vila Olímpia,Apartamento,Apartamento
95726,94.0,2.0,1.0,2.0,1.0,744800,Vila Olimpia,Apartamento,Apartamento
95727,121.0,3.0,1.0,3.0,2.0,847000,Vila Olímpia,Apartamento,Apartamento
95728,52.0,1.0,1.0,1.0,1.0,441000,Vila Mariana,Apartamento,Apartamento
95732,70.0,2.0,0.0,1.0,2.0,525000,Vila Olímpia,Comercial,Outro
95737,83.0,2.0,1.0,3.0,2.0,367500,Vila Lúcia,Condomínio,Outro
95750,70.0,2.0,0.0,2.0,2.0,595000,Vila Nova Conceição,Apartamento,Apartamento
95751,63.0,1.0,1.0,1.0,1.0,504629,Vila Nova Conceição,Apartamento,Apartamento
95754,118.0,2.0,0.0,3.0,2.0,350000,Jardim Ana Rosa,Casa,Casa
95755,27.0,1.0,0.0,1.0,1.0,244999,Vila Olímpia,Flat,Apartamento
95757,56.0,1.0,0.0,2.0,1.0,140000,Cidade São Mateus,Apartamento,Apartamento
95759,50.0,1.0,0.0,2.0,1.0,178500,Vila Ema,Apartamento,Apartamento
95760,110.0,2.0,1.0,3.0,2.0,390600,Parque São Lucas,Casa de dois andares,Casa
95761,45.0,1.0,0.0,2.0,1.0,147000,Jardim Paraguacu,Apartamento,Apartamento
95767,115.0,2.0,1.0,3.0,2.0,343000,Jardim Rosa Maria,Condomínio,Outro
95769,332.0,1.0,3.0,3.0,4.0,2100000,Vila Mariana,Cobertura,Apartamento
95778,61.0,1.0,0.0,3.0,1.0,178500,Vila Sonia,Apartamento,Apartamento
95785,77.0,3.0,1.0,3.0,3.0,343000,Parque Ipê,Casa de dois andares,Casa
95791,112.0,2.0,0.0,4.0,1.0,308000,Jardim Dracena,Condomínio,Outro
95798,71.0,3.0,1.0,2.0,2.0,672000,Vila Clementino,Apartamento,Apartamento
95799,94.0,2.0,1.0,3.0,3.0,709100,Jardim Vila Mariana,Apartamento,Apartamento
95800,98.0,2.0,1.0,3.0,2.0,595000,Jardim Vila Mariana,Apartamento,Apartamento
95804,60.0,2.0,1.0,2.0,1.0,638400,Vila Olímpia,Apartamento,Apartamento
95811,106.0,2.0,0.0,3.0,1.0,553000,Vila Clementino,Apartamento,Apartamento
95813,115.0,3.0,1.0,3.0,3.0,749000,Vila Mariana,Apartamento,Apartamento
95818,44.0,1.0,0.0,1.0,1.0,475999,Vila Olímpia,Apartamento,Apartamento
95823,180.0,3.0,1.0,3.0,3.0,489999,Vila Prudente,Casa de dois andares,Casa
95824,65.0,2.0,1.0,2.0,1.0,258999,Parque São Lucas,Apartamento,Apartamento
95825,111.0,2.0,1.0,3.0,2.0,738500,Vila Mariana,Apartamento,Apartamento
95827,96.0,3.0,1.0,3.0,2.0,672000,Vila Bertioga,Apartamento,Apartamento
95834,219.0,3.0,1.0,3.0,4.0,609000,Vila Zelina,Casa,Casa
95835,50.0,1.0,0.0,2.0,2.0,258999,Parque da Mooca,Apartamento,Apartamento
95838,120.0,2.0,1.0,3.0,2.0,461299,Vila Lúcia,Casa,Casa
95840,75.0,2.0,1.0,3.0,2.0,384300,Vila Paulo Silas,Apartamento,Apartamento
95841,75.0,1.0,1.0,3.0,2.0,330400,Parque Sao Lucas,Apartamento,Apartamento
95842,70.0,1.0,0.0,2.0,1.0,202300,Vila Prudente,Apartamento,Apartamento
95845,48.0,1.0,0.0,2.0,1.0,196700,Quinta da Paineira,Apartamento,Apartamento
95847,99.0,1.0,1.0,3.0,2.0,336000,Vila Lúcia,Condomínio,Outro
95848,47.0,1.0,0.0,2.0,1.0,258649,Vila Prudente,Apartamento,Apartamento
95852,61.0,2.0,1.0,3.0,1.0,287350,Vila Prudente,Apartamento,Apartamento
95854,32.0,1.0,1.0,1.0,1.0,206500,Cidade Monções,Flat,Apartamento
95857,110.0,3.0,1.0,3.0,1.0,658000,Indianópolis,Apartamento,Apartamento
95859,62.0,1.0,0.0,2.0,1.0,405300,Cidade Monções,Apartamento,Apartamento
95860,28.0,1.0,1.0,1.0,1.0,241499,Cidade Monções,Flat,Apartamento
95861,60.0,1.0,0.0,1.0,1.0,402500,Cidade Monções,Apartamento,Apartamento
95866,43.0,1.0,1.0,1.0,1.0,406000,Vila Olímpia,Apartamento,Apartamento
95868,35.0,1.0,0.0,1.0,1.0,287000,Moema,Flat,Apartamento
95874,29.0,1.0,1.0,1.0,1.0,257599,Cidade Monções,Flat,Apartamento
95875,79.0,3.0,1.0,3.0,2.0,489999,Mirandópolis,Apartamento,Apartamento
95876,65.0,2.0,1.0,2.0,1.0,560000,Indianópolis,Apartamento,Apartamento
95877,85.0,2.0,1.0,3.0,1.0,595000,Moema,Apartamento,Apartamento
95882,26.0,1.0,1.0,1.0,1.0,266000,Cidade Monções,Flat,Apartamento
95883,65.0,2.0,1.0,3.0,1.0,263853,Morumbi,Apartamento,Apartamento
95885,66.0,1.0,0.0,2.0,1.0,353141,Butantã,Apartamento,Apartamento
95904,57.0,1.0,0.0,1.0,1.0,881300,Vila Nova Conceição,Comercial,Outro
95905,54.0,2.0,1.0,1.0,2.0,866600,Vila Nova Conceição,Apartamento,Apartamento
95906,110.0,3.0,1.0,3.0,2.0,315000,Jardim Rosa Maria,Casa de dois andares,Casa
95908,70.0,2.0,1.0,3.0,1.0,386400,Vila Lucia,Apartamento,Apartamento
95909,45.0,1.0,0.0,1.0,1.0,399000,Vila Nova Conceição,Apartamento,Apartamento
95926,58.0,2.0,1.0,2.0,2.0,336000,Vila Lúcia,Apartamento,Apartamento
95927,90.0,2.0,1.0,1.0,2.0,890169,Vila Olímpia,Apartamento,Apartamento
95928,52.0,2.0,1.0,1.0,1.0,676578,Vila Olimpia,Apartamento,Apartamento
95929,220.0,4.0,1.0,3.0,6.0,378000,Vila Cleonice,Casa de dois andares,Casa
95933,106.0,2.0,1.0,3.0,2.0,633500,Jardim Vila Mariana,Apartamento,Apartamento
95934,100.0,2.0,1.0,3.0,2.0,615300,Jardim Vila Mariana,Apartamento,Apartamento
95935,94.0,1.0,0.0,2.0,1.0,199500,Jardim Nove de Julho,Cobertura,Apartamento
95936,140.0,3.0,2.0,3.0,2.0,630000,Jardim Vila Mariana,Apartamento,Apartamento
95938,54.0,1.0,1.0,1.0,1.0,735000,Vila Nova Conceição,Apartamento,Apartamento
95941,220.0,4.0,2.0,3.0,2.0,1050000,Jardim Vila Mariana,Cobertura,Apartamento
95948,50.0,1.0,0.0,2.0,1.0,392000,Vila Clementino,Apartamento,Apartamento
95954,103.0,2.0,1.0,3.0,2.0,665000,Jardim Vila Mariana,Apartamento,Apartamento
95957,50.0,1.0,0.0,1.0,1.0,258999,Brás,Apartamento,Apartamento
95958,126.0,2.0,1.0,3.0,2.0,630000,Jardim Vila Mariana,Apartamento,Apartamento
95960,55.0,2.0,1.0,2.0,1.0,357000,Vila Mariana,Apartamento,Apartamento
95962,70.0,3.0,1.0,2.0,1.0,378000,Vila Clementino,Apartamento,Apartamento
95970,51.0,1.0,0.0,2.0,1.0,224000,Jardim das Vertentes,Casa,Casa
95974,50.0,1.0,0.0,2.0,1.0,171500,Quinta da Paineira,Apartamento,Apartamento
95978,100.0,1.0,0.0,2.0,2.0,560000,Vila Mariana,Apartamento,Apartamento
95983,180.0,2.0,0.0,2.0,2.0,525000,Vila Mariana,Casa,Casa
95992,126.0,2.0,1.0,3.0,2.0,707000,Vila Mariana,Apartamento,Apartamento
95993,240.0,5.0,4.0,5.0,3.0,2100000,Jardim Vila Mariana,Cobertura,Apartamento
95998,72.0,2.0,0.0,2.0,1.0,836500,Vila Mariana,Apartamento,Apartamento
96000,105.0,2.0,1.0,3.0,2.0,700000,Jardim Vila Mariana,Apartamento,Apartamento
96001,110.0,3.0,2.0,3.0,2.0,637000,Jardim Vila Mariana,Apartamento,Apartamento
96002,55.0,1.0,0.0,2.0,1.0,182000,Conjunto Promorar Raposo Tavares,Apartamento,Apartamento
96003,64.0,1.0,0.0,3.0,1.0,237999,Vila Ema,Apartamento,Apartamento
96004,67.0,1.0,0.0,3.0,1.0,255499,Vila Graciosa,Apartamento,Apartamento
96005,60.0,1.0,0.0,3.0,1.0,224000,Vila Ema,Apartamento,Apartamento
96008,105.0,2.0,0.0,3.0,2.0,560000,Jardim Esmeralda,Apartamento,Apartamento
96019,170.0,4.0,1.0,3.0,2.0,343000,Vila Ema,Casa de dois andares,Casa
96023,80.0,1.0,0.0,3.0,2.0,406000,Jardim Esmeralda,Apartamento,Apartamento
96027,107.0,3.0,1.0,3.0,2.0,700000,Jardim Vila Mariana,Apartamento,Apartamento
96028,110.0,3.0,1.0,3.0,2.0,644000,Jardim Vila Mariana,Apartamento,Apartamento
96029,62.0,2.0,1.0,2.0,1.0,316400,Vila Ema,Apartamento,Apartamento
96035,78.0,2.0,1.0,2.0,1.0,595000,Jardim Vila Mariana,Apartamento,Apartamento
96037,85.0,3.0,0.0,3.0,1.0,595000,Vila Nova Conceição,Apartamento,Apartamento
96038,47.0,1.0,1.0,1.0,1.0,504699,Jardim Vila Mariana,Apartamento,Apartamento
96040,160.0,4.0,1.0,3.0,3.0,1050000,Jardim Vila Mariana,Cobertura,Apartamento
96049,85.0,2.0,0.0,2.0,1.0,525000,Vila Nova Conceição,Apartamento,Apartamento
96051,45.0,1.0,0.0,1.0,1.0,664090,Vila Nova Conceição,Apartamento,Apartamento
96053,108.0,2.0,1.0,3.0,2.0,619500,Ipiranga,Apartamento,Apartamento
96057,56.0,1.0,0.0,2.0,1.0,192500,Jardim Independencia,Apartamento,Apartamento
96064,126.0,3.0,1.0,3.0,2.0,910000,Jardim Vila Mariana,Apartamento,Apartamento
96065,130.0,3.0,1.0,3.0,2.0,630000,Jardim Vila Mariana,Apartamento,Apartamento
96067,118.0,2.0,1.0,3.0,2.0,616000,Jardim Vila Mariana,Apartamento,Apartamento
96072,65.0,2.0,1.0,2.0,2.0,581000,Vila Mariana,Apartamento,Apartamento
96073,148.0,2.0,1.0,2.0,2.0,550200,Vila Mariana,Apartamento,Apartamento
96077,52.0,1.0,0.0,2.0,1.0,406000,Jardim Vila Mariana,Apartamento,Apartamento
96079,180.0,2.0,0.0,2.0,3.0,1205658,Vila Progredior,Cobertura,Apartamento
96085,60.0,1.0,0.0,2.0,2.0,434000,Jardim Vila Mariana,Apartamento,Apartamento
96093,65.0,2.0,0.0,2.0,1.0,395500,Vila Mariana,Apartamento,Apartamento
96095,62.0,1.0,0.0,2.0,1.0,413000,Itaim Bibi,Apartamento,Apartamento
96097,64.0,1.0,0.0,2.0,1.0,406000,Itaim Bibi,Apartamento,Apartamento
96099,117.0,3.0,1.0,3.0,2.0,910000,Jardim Vila Mariana,Apartamento,Apartamento
96101,81.0,3.0,1.0,3.0,2.0,441000,Vila São José,Apartamento,Apartamento
96102,70.0,1.0,1.0,2.0,2.0,498399,Jardim Vila Mariana,Apartamento,Apartamento
96108,108.0,3.0,2.0,2.0,2.0,670600,Vila Mariana,Cobertura,Apartamento
96114,127.0,3.0,1.0,3.0,2.0,784000,Jardim Vila Mariana,Apartamento,Apartamento
96115,95.0,2.0,0.0,2.0,1.0,489999,Vila Nova Conceição,Apartamento,Apartamento
96118,57.0,1.0,0.0,2.0,1.0,243599,Jardim das Vertentes,Apartamento,Apartamento
96120,55.0,2.0,1.0,2.0,1.0,256899,Parque Independência,Apartamento,Apartamento
96122,86.0,2.0,0.0,2.0,1.0,543900,Vila Nova Conceição,Apartamento,Apartamento
96123,60.0,1.0,0.0,2.0,1.0,244999,Jardim das Vertentes,Apartamento,Apartamento
96134,52.0,1.0,0.0,2.0,1.0,560000,Itaim Bibi,Apartamento,Apartamento
96136,92.0,2.0,0.0,3.0,1.0,662900,Vila Nova Conceição,Apartamento,Apartamento
96137,50.0,1.0,0.0,2.0,1.0,186900,São Lucas,Apartamento,Apartamento
96139,70.0,1.0,1.0,1.0,1.0,944999,Vila Nova Conceição,Apartamento,Apartamento
96143,74.0,2.0,1.0,3.0,1.0,308000,Parque Independência,Apartamento,Apartamento
96146,60.0,2.0,1.0,2.0,1.0,280070,Jardim das Vertentes,Apartamento,Apartamento
96147,90.0,3.0,1.0,3.0,2.0,276500,Jardim Cambara,Casa,Casa
96148,90.0,2.0,1.0,1.0,1.0,756000,Vila Nova Conceição,Apartamento,Apartamento
96153,64.0,2.0,1.0,2.0,1.0,594930,Vila Mariana,Apartamento,Apartamento
96154,67.0,1.0,1.0,3.0,2.0,392000,Vila Mariana,Apartamento,Apartamento
96158,115.0,1.0,1.0,3.0,2.0,581000,Vila Mariana,Casa de dois andares,Casa
96162,155.0,4.0,3.0,3.0,3.0,1505000,Vila Mariana,Cobertura,Apartamento
96165,92.0,3.0,0.0,3.0,1.0,665000,Vila Olimpia,Apartamento,Apartamento
96169,120.0,1.0,1.0,3.0,1.0,840000,Vila Mariana,Apartamento,Apartamento
96170,46.0,1.0,0.0,1.0,1.0,391300,Vila Mariana,Apartamento,Apartamento
96173,68.0,2.0,0.0,2.0,1.0,343000,Vila Mariana,Apartamento,Apartamento
96175,94.0,3.0,1.0,3.0,2.0,819000,Vila Mariana,Apartamento,Apartamento
96176,65.0,2.0,1.0,2.0,2.0,482299,Chácara Klabin,Apartamento,Apartamento
96178,104.0,2.0,1.0,3.0,2.0,567000,Jardim Independencia,Apartamento,Apartamento
