area_util,banheiros,suites,quartos,vagas_garagem,preco_venda,bairro,tipo_imovel,tipo_imovel_recategorized
59322,60.0,1.0,0.0,2.0,1.0,237999,Vila Carrão,Apartamento,Apartamento
59323,80.0,1.0,0.0,3.0,3.0,560000,Pinheiros,Apartamento,Apartamento
59329,58.0,1.0,0.0,2.0,1.0,266000,Vila Carrão,Apartamento,Apartamento
59332,48.0,1.0,1.0,1.0,1.0,343000,Bela Vista,Apartamento,Apartamento
59334,40.0,1.0,0.0,1.0,1.0,287000,Bela Vista,Apartamento,Apartamento
59337,60.0,1.0,0.0,2.0,1.0,420000,Alto de Pinheiros,Apartamento,Apartamento
59340,70.0,2.0,1.0,3.0,1.0,210000,Vila Carmosina,Casa de dois andares,Casa
59348,125.0,1.0,1.0,3.0,2.0,370300,Vila Carrão,Casa,Casa
59353,100.0,1.0,1.0,3.0,2.0,406000,Vila Carrão,Casa de dois andares,Casa
59358,40.0,1.0,0.0,1.0,1.0,287700,Centro,Apartamento,Apartamento
59361,125.0,4.0,1.0,3.0,2.0,329000,Vila Carrao,Casa de dois andares,Casa
59362,87.0,2.0,1.0,3.0,1.0,406000,Vila Regente Feijó,Apartamento,Apartamento
59363,138.0,3.0,0.0,3.0,2.0,756000,Vila Regente Feijó,Casa,Casa
59366,109.0,2.0,1.0,2.0,1.0,693000,Consolação,Apartamento,Apartamento
59367,34.0,1.0,1.0,1.0,1.0,273000,Consolação,Apartamento,Apartamento
59368,40.0,1.0,1.0,1.0,1.0,287000,Vila Regente Feijó,Apartamento,Apartamento
59370,57.0,2.0,1.0,2.0,1.0,489999,Consolação,Apartamento,Apartamento
59371,27.0,1.0,0.0,1.0,1.0,237999,Consolação,Flat,Apartamento
59373,63.0,2.0,1.0,1.0,1.0,632800,Consolação,Apartamento,Apartamento
59376,122.0,3.0,1.0,3.0,2.0,721000,Água Rasa,Apartamento,Apartamento
59382,60.0,1.0,0.0,2.0,1.0,224000,Rua Piauí,Apartamento,Apartamento
59383,110.0,2.0,1.0,3.0,2.0,595000,Mooca,Apartamento,Apartamento
59387,210.0,5.0,2.0,4.0,3.0,964599,Vila Carrão,Cobertura,Apartamento
59389,72.0,2.0,0.0,3.0,1.0,336000,Vila Carrão,Apartamento,Apartamento
59393,70.0,2.0,1.0,3.0,2.0,357000,Jaguare,Apartamento,Apartamento
59397,101.0,1.0,1.0,3.0,2.0,749000,Sumarezinho,Apartamento,Apartamento
59405,114.0,1.0,0.0,3.0,1.0,665000,Sumarezinho,Apartamento,Apartamento
59406,224.0,2.0,0.0,3.0,4.0,595000,Tatuapé,Casa,Casa
59407,32.0,1.0,0.0,1.0,1.0,314759,Vila Madalena,Apartamento,Apartamento
59408,72.0,2.0,1.0,2.0,1.0,693378,Vila Madalena,Apartamento,Apartamento
59420,54.0,2.0,0.0,2.0,1.0,409500,Vila Beatriz,Apartamento,Apartamento
59429,72.0,2.0,1.0,3.0,1.0,348600,Jaguaré,Apartamento,Apartamento
59432,140.0,1.0,0.0,2.0,2.0,385000,Água Rasa,Casa,Casa
59433,60.0,1.0,0.0,2.0,2.0,244999,Vila Carrão,Apartamento,Apartamento
59438,71.0,1.0,1.0,2.0,1.0,770000,Pinheiros,Apartamento,Apartamento
59440,178.0,5.0,3.0,3.0,3.0,875000,Vila Carrão,Cobertura,Apartamento
59443,34.0,1.0,0.0,1.0,1.0,320250,Consolação,Apartamento,Apartamento
59444,35.0,1.0,0.0,1.0,1.0,264250,Consolação,Apartamento,Apartamento
59445,69.0,1.0,1.0,1.0,1.0,413000,Consolação,Apartamento,Apartamento
59446,57.0,1.0,0.0,2.0,2.0,276500,Jaguare,Apartamento,Apartamento
59447,83.0,2.0,0.0,2.0,1.0,242199,Vila Lageado,Apartamento,Apartamento
59449,35.0,1.0,1.0,1.0,1.0,258999,Consolação,Apartamento,Apartamento
59450,60.0,2.0,0.0,2.0,1.0,219800,Jaguaré,Apartamento,Apartamento
59454,70.0,2.0,1.0,2.0,2.0,325500,Jaguaré,Apartamento,Apartamento
59460,140.0,2.0,1.0,3.0,2.0,244999,Jardim Santa Maria,Casa de dois andares,Casa
59470,160.0,3.0,1.0,3.0,2.0,430500,Centro,Casa de dois andares,Casa
59471,90.0,2.0,1.0,2.0,1.0,595000,Consolação,Apartamento,Apartamento
59480,35.0,1.0,1.0,1.0,2.0,392000,Pinheiros,Apartamento,Apartamento
59485,53.0,2.0,1.0,1.0,1.0,482299,Bela Vista,Apartamento,Apartamento
59487,50.0,1.0,0.0,1.0,1.0,342300,Bela Vista,Apartamento,Apartamento
59488,73.0,1.0,1.0,3.0,2.0,385000,Chácara Santo Antônio (Zona Leste),Apartamento,Apartamento
59490,30.0,1.0,0.0,1.0,1.0,230999,Bela Vista,Apartamento,Apartamento
59498,68.0,1.0,0.0,2.0,1.0,230999,Jaguaré,Apartamento,Apartamento
59502,55.0,1.0,1.0,2.0,1.0,246399,Brás,Apartamento,Apartamento
59516,65.0,1.0,0.0,2.0,3.0,297500,Vila Carmosina,Casa,Casa
59522,135.0,3.0,1.0,3.0,3.0,560000,Cidade Mãe do Céu,Apartamento,Apartamento
59525,95.0,1.0,1.0,2.0,2.0,189000,Itaquera,Condomínio,Outro
59528,70.0,2.0,0.0,3.0,1.0,416500,Jardim das Bandeiras,Apartamento,Apartamento
59534,60.0,2.0,0.0,2.0,1.0,168000,Itaquera,Condomínio,Outro
59541,68.0,1.0,1.0,3.0,2.0,343000,Jaguaré,Apartamento,Apartamento
59542,115.0,2.0,1.0,3.0,2.0,941499,Belenzinho,Apartamento,Apartamento
59546,56.0,2.0,1.0,2.0,1.0,297500,Chácara Santo Antônio (Zona Leste),Apartamento,Apartamento
59550,250.0,3.0,1.0,3.0,3.0,1400000,Vila Gomes Cardim,Cobertura,Apartamento
59552,120.0,1.0,0.0,2.0,2.0,420000,Vila Carrão,Casa,Casa
59555,148.0,3.0,1.0,3.0,2.0,595000,Tatuapé,Apartamento,Apartamento
59556,198.0,1.0,1.0,3.0,2.0,558600,Água Rasa,Casa de dois andares,Casa
59570,114.0,2.0,0.0,2.0,2.0,665000,Consolação,Apartamento,Apartamento
59571,77.0,1.0,1.0,2.0,1.0,661500,Centro,Apartamento,Apartamento
59573,110.0,3.0,1.0,4.0,3.0,630000,Tatuapé,Apartamento,Apartamento
59580,170.0,3.0,1.0,3.0,1.0,507499,São Paulo,Casa de dois andares,Casa
59581,65.0,3.0,2.0,2.0,1.0,185500,Vila Carmosina,Condomínio,Outro
59582,49.0,1.0,0.0,1.0,1.0,251999,Consolação,Apartamento,Apartamento
59583,104.0,3.0,1.0,3.0,2.0,441000,Vila Carrao,Casa de dois andares,Casa
59585,77.0,3.0,1.0,3.0,2.0,409500,República,Casa de dois andares,Casa
59589,76.0,2.0,1.0,3.0,2.0,416500,Vila Carrão,Casa,Casa
59590,70.0,2.0,1.0,2.0,1.0,441000,Mooca,Apartamento,Apartamento
59592,33.0,1.0,1.0,1.0,1.0,122499,Tatuapé,Flat,Apartamento
59594,100.0,2.0,1.0,3.0,1.0,840000,Higienópolis,Apartamento,Apartamento
59595,40.0,2.0,1.0,1.0,1.0,266000,Vila Buarque,Apartamento,Apartamento
59597,29.0,1.0,1.0,1.0,1.0,129499,Tatuapé,Flat,Apartamento
59598,65.0,2.0,1.0,2.0,1.0,552300,Bela Vista,Apartamento,Apartamento
59600,147.0,3.0,1.0,3.0,1.0,623000,Consolação,Apartamento,Apartamento
59604,80.0,1.0,0.0,2.0,1.0,408100,Tatuapé,Apartamento,Apartamento
59605,86.0,2.0,0.0,2.0,1.0,441000,Consolação,Apartamento,Apartamento
59615,35.0,1.0,0.0,1.0,1.0,301000,Vila Gomes Cardim,Comercial,Outro
59617,90.0,2.0,1.0,3.0,1.0,560000,Higienópolis,Apartamento,Apartamento
59618,90.0,1.0,0.0,3.0,1.0,560000,Higienópolis,Apartamento,Apartamento
59619,78.0,1.0,0.0,2.0,1.0,315000,Tatuapé,Apartamento,Apartamento
59624,47.0,1.0,0.0,2.0,1.0,203000,Belém,Apartamento,Apartamento
59626,150.0,3.0,1.0,3.0,2.0,623000,Parque Continental,Casa de dois andares,Casa
59632,78.0,2.0,1.0,3.0,1.0,280000,Jaguaré,Apartamento,Apartamento
59641,95.0,1.0,1.0,3.0,2.0,567000,Alto de Pinheiros,Apartamento,Apartamento
59643,199.0,3.0,0.0,4.0,4.0,644000,Cidade Mãe do Céu,Casa,Casa
59644,90.0,3.0,2.0,2.0,2.0,266000,Vila Carrão,Casa,Casa
59650,50.0,1.0,0.0,2.0,1.0,224000,Tatuapé,Apartamento,Apartamento
59651,52.0,1.0,0.0,2.0,1.0,290500,Mooca,Apartamento,Apartamento
59658,145.0,1.0,1.0,3.0,1.0,745500,Higienópolis,Apartamento,Apartamento
59664,125.0,3.0,1.0,3.0,1.0,455000,Vila Gomes Cardim,Casa de dois andares,Casa
59665,73.0,2.0,1.0,2.0,2.0,357000,Jaguaré,Apartamento,Apartamento
59669,81.0,2.0,2.0,2.0,1.0,625039,Sumarezinho,Apartamento,Apartamento
59672,70.0,2.0,0.0,2.0,1.0,482999,Sumarezinho,Apartamento,Apartamento
59677,44.0,1.0,0.0,1.0,1.0,410200,Vila Madalena,Apartamento,Apartamento
59679,62.0,1.0,0.0,3.0,1.0,185500,Vila Carmosina,Apartamento,Apartamento
59681,52.0,1.0,0.0,2.0,1.0,298200,Brás,Apartamento,Apartamento
59690,67.0,2.0,1.0,2.0,1.0,329000,Pacaembu,Apartamento,Apartamento
59704,83.0,2.0,0.0,2.0,2.0,658000,Pinheiros,Apartamento,Apartamento
59710,47.0,1.0,1.0,1.0,1.0,429100,Sumarezinho,Apartamento,Apartamento
59713,52.0,2.0,0.0,1.0,1.0,521499,Pinheiros,Apartamento,Apartamento
59718,78.0,1.0,0.0,3.0,1.0,275100,Jaguaré,Apartamento,Apartamento
59719,90.0,3.0,1.0,3.0,2.0,430500,Tatuapé,Apartamento,Apartamento
59721,102.0,1.0,1.0,3.0,2.0,543200,Quarta Parada,Apartamento,Apartamento
59722,50.0,1.0,0.0,2.0,1.0,251999,Quarta Parada,Apartamento,Apartamento
59725,105.0,1.0,2.0,2.0,1.0,947160,Sumarezinho,Apartamento,Apartamento
59726,135.0,2.0,1.0,3.0,3.0,588000,Vila Gomes Cardim,Apartamento,Apartamento
59730,69.0,2.0,1.0,3.0,2.0,315000,Jaguaré,Apartamento,Apartamento
59738,32.0,1.0,0.0,1.0,1.0,203000,Higienópolis,Flat,Apartamento
59739,140.0,2.0,1.0,3.0,3.0,668500,Vila Gomes Cardim,Apartamento,Apartamento
59741,50.0,1.0,0.0,2.0,1.0,143500,Vila Carmosina,Apartamento,Apartamento
59744,53.0,2.0,1.0,2.0,2.0,343000,Belenzinho,Apartamento,Apartamento
59751,103.0,3.0,1.0,3.0,1.0,749000,Jardim Jacarandas,Apartamento,Apartamento
59753,167.0,2.0,1.0,3.0,4.0,519399,Jaguaré,Casa de dois andares,Casa
59755,137.0,3.0,1.0,3.0,1.0,833000,Higienópolis,Apartamento,Apartamento
59756,145.0,2.0,1.0,3.0,2.0,742000,Vila Madalena,Casa,Casa
59773,48.0,1.0,0.0,2.0,1.0,224000,Belenzinho,Apartamento,Apartamento
59775,74.0,2.0,1.0,3.0,1.0,286300,Brás,Apartamento,Apartamento
59778,48.0,1.0,0.0,2.0,2.0,105000,Conjunto Residencial Jose Bonifacio,Apartamento,Apartamento
59780,70.0,2.0,1.0,3.0,1.0,468999,Brás,Apartamento,Apartamento
59794,130.0,3.0,1.0,3.0,3.0,499799,Tatuapé,Apartamento,Apartamento
59801,115.0,3.0,1.0,3.0,2.0,630000,Vila Canero,Apartamento,Apartamento
59802,137.0,2.0,1.0,3.0,1.0,910000,Jardim Paulista,Apartamento,Apartamento
59804,200.0,2.0,1.0,3.0,1.0,545300,Vila Prudente,Casa de dois andares,Casa
59806,113.0,3.0,1.0,3.0,2.0,522899,Vila Canero,Apartamento,Apartamento
59811,76.0,2.0,1.0,3.0,1.0,385000,Vila Formosa,Apartamento,Apartamento
59812,93.0,2.0,0.0,3.0,2.0,489999,Vila Indiana,Apartamento,Apartamento
59814,70.0,1.0,0.0,2.0,1.0,189000,Vila Invernada,Casa,Casa
59819,56.0,1.0,0.0,2.0,1.0,260399,Vila Formosa,Apartamento,Apartamento
59820,95.0,3.0,1.0,3.0,2.0,630000,Vila Indiana,Apartamento,Apartamento
59821,104.0,1.0,0.0,2.0,1.0,637000,Vila Formosa,Casa,Casa
59824,62.0,2.0,0.0,3.0,1.0,322000,Butantã,Apartamento,Apartamento
59825,88.0,1.0,1.0,2.0,2.0,461999,Vila Polopoli,Apartamento,Apartamento
59829,80.0,2.0,1.0,3.0,2.0,350000,Vila Talarico,Casa de dois andares,Casa
59833,71.0,2.0,0.0,3.0,1.0,343000,Vila Carrao,Apartamento,Apartamento
59838,50.0,1.0,0.0,2.0,1.0,189000,Jaguare,Apartamento,Apartamento
59840,136.0,2.0,1.0,4.0,2.0,668500,Tatuapé,Apartamento,Apartamento
59842,110.0,1.0,1.0,3.0,2.0,336000,Vila Matilde,Casa de dois andares,Casa
59844,45.0,1.0,0.0,2.0,1.0,156800,Vila Dalila,Apartamento,Apartamento
59845,62.0,2.0,1.0,3.0,1.0,296800,Jaguare,Apartamento,Apartamento
59846,70.0,2.0,1.0,3.0,2.0,346500,Jaguare,Apartamento,Apartamento
59853,225.0,3.0,1.0,2.0,2.0,1575000,Vila Buarque,Cobertura,Apartamento
59855,39.0,1.0,0.0,2.0,1.0,304521,Vila Buarque,Apartamento,Apartamento
59857,80.0,2.0,1.0,3.0,2.0,314300,Butantã,Apartamento,Apartamento
59859,49.0,1.0,0.0,2.0,1.0,140000,Conjunto Residencial Jose Bonifacio,Apartamento,Apartamento
59862,265.0,6.0,3.0,3.0,4.0,1673000,Sumaré,Cobertura,Apartamento
59864,50.0,1.0,0.0,2.0,1.0,185500,Jaguaré,Apartamento,Apartamento
59871,50.0,1.0,0.0,2.0,1.0,203000,Jaguaré,Apartamento,Apartamento
59872,87.0,2.0,1.0,3.0,1.0,546000,Sumaré,Apartamento,Apartamento
59874,113.0,2.0,1.0,3.0,2.0,630000,Perdizes,Apartamento,Apartamento
59885,30.0,1.0,1.0,1.0,1.0,224000,Vila Buarque,Apartamento,Apartamento
59888,82.0,2.0,0.0,2.0,3.0,224000,Vila Nhocune,Casa,Casa
59889,43.0,1.0,0.0,1.0,1.0,277900,Higienópolis,Flat,Apartamento
59894,74.0,2.0,2.0,2.0,2.0,578900,Sumaré,Apartamento,Apartamento
59896,51.0,1.0,0.0,1.0,1.0,425051,Sumaré,Apartamento,Apartamento
59897,96.0,2.0,1.0,3.0,1.0,596400,Perdizes,Apartamento,Apartamento
59899,56.0,2.0,1.0,2.0,1.0,432894,Pompeia,Apartamento,Apartamento
59901,39.0,1.0,0.0,1.0,1.0,385000,Higienópolis,Flat,Apartamento
59902,113.0,3.0,1.0,3.0,2.0,602000,Perdizes,Apartamento,Apartamento
59921,52.0,1.0,0.0,2.0,1.0,406000,Vila Buarque,Apartamento,Apartamento
59930,87.0,2.0,1.0,2.0,2.0,560000,Água Rasa,Apartamento,Apartamento
59935,76.0,1.0,2.0,2.0,2.0,251999,Itaquera,Casa,Casa
59938,57.0,1.0,0.0,2.0,1.0,289100,Cambuci,Apartamento,Apartamento
59939,71.0,1.0,1.0,3.0,2.0,371000,Mooca,Apartamento,Apartamento
59940,74.0,2.0,1.0,3.0,2.0,395500,Água Rasa,Apartamento,Apartamento
59942,100.0,1.0,0.0,2.0,1.0,448000,Pinheiros,Apartamento,Apartamento
59944,83.0,1.0,0.0,2.0,1.0,217000,Jardim Aricanduva,Apartamento,Apartamento
59945,103.0,1.0,1.0,2.0,1.0,630000,Pinheiros,Apartamento,Apartamento
59947,137.0,2.0,1.0,3.0,1.0,889000,Cerqueira César,Apartamento,Apartamento
59948,210.0,6.0,3.0,3.0,3.0,2100000,Pinheiros,Cobertura,Apartamento
59951,55.0,1.0,0.0,2.0,1.0,244999,Mooca,Apartamento,Apartamento
59952,74.0,2.0,1.0,3.0,2.0,406000,Água Rasa,Apartamento,Apartamento
59957,92.0,2.0,1.0,2.0,1.0,651000,Pinheiros,Apartamento,Apartamento
59965,69.0,2.0,1.0,3.0,1.0,409500,Vila Formosa,Apartamento,Apartamento
59966,93.0,2.0,1.0,3.0,2.0,315000,Vila Formosa,Apartamento,Apartamento
59968,85.0,2.0,0.0,2.0,1.0,598500,Rua Leão Coroad,Apartamento,Apartamento
59971,62.0,1.0,0.0,1.0,1.0,661780,Cerqueira César,Apartamento,Apartamento
59972,150.0,2.0,2.0,2.0,3.0,1540000,Cerqueira César,Cobertura,Apartamento
59973,142.0,1.0,1.0,3.0,2.0,448000,Mooca,Apartamento,Apartamento
59974,92.0,3.0,1.0,3.0,2.0,385000,Vila Bertioga,Apartamento,Apartamento
59976,55.0,1.0,0.0,1.0,2.0,539000,Vila Regente Feijó,Apartamento,Apartamento
59979,68.0,1.0,1.0,3.0,2.0,297500,Mooca,Apartamento,Apartamento
59980,105.0,3.0,1.0,2.0,1.0,735000,Pinheiros,Apartamento,Apartamento
59988,95.0,3.0,1.0,2.0,2.0,556500,Rio Pequeno,Apartamento,Apartamento
59989,180.0,1.0,0.0,2.0,1.0,364000,Vila Bertioga,Casa,Casa
59990,70.0,2.0,1.0,2.0,2.0,595000,Cerqueira César,Apartamento,Apartamento
59992,52.0,2.0,1.0,2.0,2.0,301000,Vila Bertioga,Apartamento,Apartamento
59993,51.0,2.0,1.0,2.0,1.0,294000,Vila Bertioga,Apartamento,Apartamento
59995,92.0,3.0,1.0,3.0,2.0,553000,Mooca,Apartamento,Apartamento
59998,109.0,3.0,2.0,3.0,4.0,339500,Mooca,Cobertura,Apartamento
60003,200.0,4.0,1.0,3.0,3.0,392000,Vila Adalgisa,Casa de dois andares,Casa
60004,105.0,2.0,1.0,2.0,2.0,609000,Vila Formosa,Apartamento,Apartamento
60005,55.0,1.0,0.0,2.0,1.0,199500,Jardim Vila Formosa,Apartamento,Apartamento
60008,30.0,1.0,1.0,1.0,1.0,230999,Cerqueira César,Flat,Apartamento
60012,33.0,1.0,0.0,1.0,1.0,347760,Cerqueira César,Kitnet,Apartamento
60017,80.0,3.0,2.0,2.0,3.0,224000,Jardim Arize,Condomínio,Outro
60033,34.0,1.0,0.0,1.0,1.0,251999,Bela Vista,Apartamento,Apartamento
60034,52.0,1.0,0.0,1.0,2.0,517999,Pinheiros,Apartamento,Apartamento
60038,73.0,2.0,1.0,3.0,1.0,364700,Mooca,Apartamento,Apartamento
60039,143.0,1.0,1.0,3.0,1.0,595000,Pinheiros,Apartamento,Apartamento
60040,74.0,1.0,0.0,2.0,1.0,468999,Bela Vista,Apartamento,Apartamento
60044,54.0,1.0,0.0,2.0,1.0,224000,Cidade São Francisco,Apartamento,Apartamento
60059,72.0,2.0,1.0,3.0,1.0,378000,Cidade São Francisco,Apartamento,Apartamento
60060,64.0,2.0,1.0,2.0,1.0,385000,Cambuci,Apartamento,Apartamento
60061,158.0,4.0,1.0,3.0,1.0,489999,Cambuci,Casa,Casa
60063,70.0,2.0,1.0,3.0,2.0,399000,Aclimação,Apartamento,Apartamento
60065,200.0,3.0,1.0,3.0,2.0,539000,Mooca,Casa de dois andares,Casa
60070,73.0,2.0,1.0,3.0,2.0,406000,Mooca,Apartamento,Apartamento
60074,97.0,3.0,1.0,3.0,2.0,616000,Mooca,Apartamento,Apartamento
60076,60.0,2.0,1.0,2.0,1.0,343000,Cambuci,Apartamento,Apartamento
60077,102.0,2.0,0.0,2.0,1.0,313600,Mooca,Apartamento,Apartamento
60079,64.0,2.0,1.0,2.0,1.0,367290,Cambuci,Apartamento,Apartamento
60081,113.0,2.0,0.0,3.0,1.0,489999,Mooca,Apartamento,Apartamento
60082,65.0,2.0,0.0,2.0,2.0,349300,Cambuci,Apartamento,Apartamento
60085,35.0,1.0,0.0,1.0,1.0,179085,Liberdade,Apartamento,Apartamento
60088,38.0,1.0,1.0,1.0,1.0,336000,Bela Vista,Apartamento,Apartamento
60091,54.0,1.0,0.0,2.0,1.0,280000,Vila Bertioga,Apartamento,Apartamento
60101,80.0,2.0,1.0,3.0,2.0,517999,Vila Regente Feijó,Apartamento,Apartamento
60106,37.0,1.0,0.0,1.0,1.0,349314,Cerqueira César,Apartamento,Apartamento
60107,300.0,2.0,1.0,3.0,3.0,700000,Vila Formosa,Casa de dois andares,Casa
60108,53.0,2.0,1.0,2.0,1.0,329233,Vila Regente Feijo,Apartamento,Apartamento
60118,109.0,3.0,1.0,2.0,2.0,630000,Alto da Mooca,Apartamento,Apartamento
60120,95.0,2.0,0.0,2.0,1.0,893616,Consolação,Apartamento,Apartamento
60122,40.0,1.0,0.0,1.0,1.0,244999,Vila Bertioga,Apartamento,Apartamento
60126,47.0,1.0,0.0,2.0,1.0,150500,Colônia (Zona Leste),Apartamento,Apartamento
60132,122.0,2.0,0.0,3.0,1.0,661500,Pinheiros,Apartamento,Apartamento
60133,130.0,3.0,1.0,3.0,2.0,406000,Vila Carrão,Casa de dois andares,Casa
60135,70.0,3.0,2.0,2.0,1.0,262500,Vila Carrão,Condomínio,Outro
60139,81.0,3.0,1.0,3.0,1.0,521499,Pinheiros,Apartamento,Apartamento
60140,43.0,1.0,0.0,2.0,1.0,210000,Colônia (Zona Leste),Apartamento,Apartamento
60142,85.0,1.0,0.0,3.0,1.0,488599,Vila Bertioga,Apartamento,Apartamento
60145,93.0,3.0,1.0,3.0,2.0,534100,Vila Formosa,Apartamento,Apartamento
60146,88.0,2.0,0.0,3.0,1.0,258999,Alto da Mooca,Apartamento,Apartamento
60152,65.0,2.0,1.0,2.0,2.0,427036,Vila Formosa,Apartamento,Apartamento
60154,135.0,2.0,1.0,1.0,1.0,770000,Cerqueira César,Apartamento,Apartamento
60156,42.0,1.0,0.0,1.0,1.0,322000,Consolação,Flat,Apartamento
60164,50.0,1.0,0.0,2.0,1.0,262500,Vila Bertioga,Apartamento,Apartamento
60166,171.0,4.0,1.0,3.0,3.0,539000,Vila Regente Feijo,Cobertura,Apartamento
60167,84.0,2.0,0.0,2.0,1.0,405930,Vila Carrão,Condomínio,Outro
60174,49.0,1.0,0.0,2.0,1.0,230999,Vila Bertioga,Apartamento,Apartamento
60175,55.0,1.0,0.0,1.0,2.0,491399,Vila Regente Feijó,Apartamento,Apartamento
60181,124.0,2.0,1.0,3.0,2.0,420000,Cidade São Francisco,Casa,Casa
60182,72.0,1.0,1.0,3.0,2.0,381500,Vila Regente Feijó,Apartamento,Apartamento
60184,50.0,1.0,0.0,2.0,1.0,230999,Vila Bertioga,Apartamento,Apartamento
60185,103.0,2.0,0.0,2.0,1.0,420000,Liberdade,Apartamento,Apartamento
60190,89.0,3.0,1.0,3.0,2.0,441000,Vila Regente Feijó,Apartamento,Apartamento
60192,92.0,2.0,0.0,3.0,2.0,441000,Cidade São Francisco,Apartamento,Apartamento
60193,51.0,1.0,0.0,2.0,1.0,167300,Cidade Líder,Condomínio,Outro
60194,126.0,2.0,0.0,2.0,1.0,409500,Vila Carrao,Cobertura,Apartamento
60195,82.0,2.0,1.0,3.0,2.0,434000,Vila Regente Feijó,Apartamento,Apartamento
60196,79.0,2.0,1.0,3.0,2.0,430500,Água Rasa,Apartamento,Apartamento
60198,69.0,2.0,1.0,2.0,1.0,444500,Liberdade,Apartamento,Apartamento
60201,107.0,3.0,1.0,3.0,2.0,370300,Vila Regente Feijó,Apartamento,Apartamento
60205,60.0,1.0,0.0,2.0,1.0,222600,Vila Bertioga,Apartamento,Apartamento
60209,87.0,1.0,1.0,3.0,2.0,427000,Vila Regente Feijó,Apartamento,Apartamento
60217,89.0,2.0,1.0,3.0,2.0,461999,Vila Regente Feijó,Apartamento,Apartamento
60218,38.0,1.0,0.0,1.0,1.0,235899,Cerqueira César,Flat,Apartamento
60219,74.0,2.0,1.0,3.0,2.0,413000,Vila Regente Feijó,Apartamento,Apartamento
60220,77.0,1.0,0.0,2.0,1.0,273000,Vila Cláudia,Apartamento,Apartamento
60222,90.0,3.0,1.0,3.0,2.0,343000,Vila Regente Feijó,Apartamento,Apartamento
60225,79.0,1.0,1.0,3.0,2.0,445200,Alto da Mooca,Apartamento,Apartamento
60228,70.0,2.0,1.0,2.0,2.0,434000,Vila Regente Feijó,Apartamento,Apartamento
60230,59.0,2.0,1.0,2.0,1.0,268800,Cambuci,Apartamento,Apartamento
60237,180.0,2.0,0.0,2.0,3.0,560000,Vila Cláudia,Casa,Casa
60238,55.0,1.0,0.0,2.0,1.0,297500,Vl Bertioga,Apartamento,Apartamento
60244,300.0,3.0,1.0,3.0,2.0,525000,Vila Carrao,Casa de dois andares,Casa
60246,110.0,2.0,1.0,3.0,2.0,311500,Cidade Líder,Casa de dois andares,Casa
60252,87.0,2.0,1.0,3.0,1.0,500499,Mooca,Apartamento,Apartamento
60253,61.0,2.0,0.0,2.0,1.0,171500,Vila Carmosina,Condomínio,Outro
60254,52.0,1.0,0.0,2.0,1.0,140000,Vila Carmosina,Apartamento,Apartamento
60255,90.0,2.0,1.0,2.0,2.0,875000,Vila Madalena,Apartamento,Apartamento
60257,51.0,1.0,0.0,2.0,1.0,301000,Vila Carrão,Apartamento,Apartamento
60258,75.0,1.0,0.0,2.0,1.0,475999,Pinheiros,Apartamento,Apartamento
60260,105.0,3.0,1.0,3.0,1.0,735000,Pinheiros,Apartamento,Apartamento
60261,83.0,2.0,1.0,2.0,1.0,419930,Mooca,Apartamento,Apartamento
60264,77.0,2.0,1.0,3.0,2.0,409500,Alto da Mooca,Apartamento,Apartamento
60266,80.0,1.0,0.0,2.0,1.0,306600,Bela Vista,Apartamento,Apartamento
60267,50.0,1.0,0.0,2.0,1.0,273000,Cambuci,Apartamento,Apartamento
60269,77.0,2.0,1.0,3.0,2.0,423500,Alto da Mooca,Apartamento,Apartamento
60272,70.0,1.0,0.0,2.0,1.0,406000,Cambuci,Apartamento,Apartamento
60277,26.0,1.0,0.0,1.0,1.0,319060,Bela Vista,Flat,Apartamento
60279,85.0,1.0,1.0,3.0,2.0,644000,Pinheiros,Apartamento,Apartamento
60282,60.0,2.0,1.0,2.0,2.0,343000,Cidade São Francisco,Apartamento,Apartamento
60284,62.0,1.0,0.0,3.0,1.0,251999,Cambuci,Apartamento,Apartamento
60285,58.0,1.0,1.0,2.0,1.0,301000,Cidade São Francisco,Apartamento,Apartamento
60286,48.0,1.0,0.0,2.0,1.0,196000,Colônia (Zona Leste),Apartamento,Apartamento
60289,93.0,2.0,1.0,3.0,2.0,455000,Cidade São Francisco,Apartamento,Apartamento
60291,72.0,2.0,1.0,2.0,2.0,378000,Cidade São Francisco,Apartamento,Apartamento
60292,79.0,1.0,1.0,3.0,1.0,458500,Alto da Mooca,Apartamento,Apartamento
60299,73.0,2.0,0.0,2.0,1.0,489999,Pinheiros,Apartamento,Apartamento
60301,57.0,1.0,1.0,1.0,2.0,350000,Cidade São Francisco,Apartamento,Apartamento
60304,83.0,2.0,1.0,2.0,1.0,241499,Vila São Francisco,Apartamento,Apartamento
60305,53.0,1.0,0.0,1.0,1.0,336000,Vila Regente Feijó,Apartamento,Apartamento
60315,62.0,2.0,0.0,2.0,1.0,258999,Mooca,Apartamento,Apartamento
60317,70.0,1.0,1.0,3.0,1.0,385000,Mooca,Apartamento,Apartamento
60321,75.0,2.0,1.0,3.0,1.0,424200,Tatuapé,Apartamento,Apartamento
60323,52.0,1.0,0.0,1.0,1.0,381500,Vila Regente Feijó,Apartamento,Apartamento
60324,87.0,3.0,1.0,3.0,2.0,441000,Móoca,Apartamento,Apartamento
60326,114.0,2.0,1.0,3.0,2.0,455000,Água Rasa,Apartamento,Apartamento
